,name,platform,publisher,genre,critic,sales_na,sales_pal,sales_jp,sales_ot,release
274,Winning Eleven: Pro Evolution Soccer 2007,PS2,Konami,Sports,8.8,0.10m,2.39m,1.05m,0.86m,06th Feb 07
1103,Hot Shots Golf Fore!,PS2,Sony Computer Entertainment,Sports,N/A,0.27m,0.11m,1.34m,N/A,17th Aug 04
576,WWF SmackDown! Just Bring It,PS2,THQ,Fighting,N/A,1.19m,1.15m,0.04m,0.41m,18th Nov 01
2954,Disney Infinity 2.0: Marvel Super Heroes,PS4,Disney Interactive Studios,Action-Adventure,8.0,0.36m,0.25m,N/A,0.12m,23rd Sep 14
2152,Petz: Catz 2,DS,Ubisoft,Simulation,N/A,0.51m,0.40m,N/A,0.11m,14th Nov 07
3242,NHL 16,PS4,EA Sports,Sports,N/A,0.38m,0.16m,N/A,0.12m,15th Sep 15
1209,Call of Duty: Black Ops,PC,Activision,Shooter,8.5,0.58m,0.82m,N/A,0.23m,09th Nov 10
3794,Enslaved: Odyssey to the West,PS3,Namco Bandai,Action,7.9,0.24m,0.23m,0.01m,0.08m,05th Oct 10
1626,Mario & Luigi: Partners in Time,DS,Nintendo,Role-Playing,8.8,0.74m,0.05m,0.43m,0.07m,28th Nov 05
2232,FIFA Soccer 10,Wii,EA Sports,Sports,8.3,0.23m,0.64m,N/A,0.11m,20th Oct 09
1830,WWE '12,PS3,THQ,Fighting,9.0,0.53m,0.45m,0.02m,0.17m,22nd Nov 11
1323,Yoshi's Woolly World,WiiU,Nintendo,Platform,7.4,0.74m,0.53m,0.12m,0.12m,16th Oct 15
2393,Crysis 3,X360,Electronic Arts,Shooter,7.6,0.51m,0.32m,0.01m,0.08m,19th Feb 13
2377,Cars,Wii,THQ,Racing,N/A,0.83m,0.03m,N/A,0.07m,16th Nov 06
3353,Iron Man,PSP,Sega,Action,5.0,0.46m,0.09m,N/A,0.09m,02nd May 08
3502,Shadow The Hedgehog,PS2,Sega,Platform,4.8,0.50m,0.02m,N/A,0.08m,15th Nov 05
3762,All-Star Baseball 2002,PS2,Acclaim Entertainment,Sports,N/A,0.27m,0.21m,N/A,0.07m,12th Mar 01
3574,Crash Bandicoot: The Wrath of Cortex,GC,Universal Interactive,Platform,6.0,0.46m,0.12m,N/A,0.02m,17th Sep 02
2635,Dance Central 3,X360,Microsoft Game Studios,Music,N/A,0.57m,0.19m,N/A,0.07m,16th Oct 12
1846,Destruction Derby 2,PS,Sony Computer Entertainment,Racing,N/A,0.65m,0.44m,N/A,0.08m,31st Oct 96
2334,Tony Hawk: RIDE,Wii,Activision,Sports,4.3,0.69m,0.17m,N/A,0.08m,17th Nov 09
3372,Juiced 2: Hot Import Nights,X360,THQ,Racing,N/A,0.22m,0.34m,N/A,0.07m,17th Sep 07
3339,Lemony Snicket's A Series of Unfortunate Events,PS2,Activision,Platform,N/A,0.31m,0.24m,N/A,0.08m,10th Nov 04
308,Super Mario World 2: Yoshi's Island,SNES,Nintendo,Platform,9.0,1.65m,0.61m,1.76m,0.09m,04th Oct 95
1925,SingStar,PS3,Sony Computer Entertainment,Misc,N/A,0.45m,0.56m,N/A,0.12m,20th May 08
3684,BlazBlue: Calamity Trigger,PS3,Aksys Games,Fighting,8.5,0.36m,0.10m,0.06m,0.06m,30th Jun 09
411,FIFA Soccer 2004,PS2,EA Sports,Sports,8.0,0.59m,2.36m,0.04m,0.51m,04th Nov 03
916,Super Street Fighter II,SNES,Capcom,Fighting,N/A,0.52m,0.16m,1.29m,0.03m,01st Jun 94
306,Overwatch,PS4,Blizzard Entertainment,Shooter,8.8,1.61m,1.69m,0.17m,0.66m,24th May 16
3738,The Incredible Hulk,GBA,Universal Interactive,Platform,6.0,0.40m,0.15m,N/A,0.01m,27th May 03
1811,LEGO Indiana Jones 2: The Adventure Continues,DS,LucasArts,Adventure,N/A,0.65m,0.43m,N/A,0.12m,17th Nov 09
3406,Donkey Kong Barrel Blast,Wii,Nintendo,Racing,4.8,0.19m,0.26m,0.11m,0.06m,08th Oct 07
2364,MLB 07: The Show,PS2,Sony Computer Entertainment,Sports,N/A,0.77m,0.03m,N/A,0.13m,26th Feb 07
2748,For Honor,XOne,Ubisoft,Action,N/A,0.51m,0.21m,N/A,0.07m,14th Feb 17
2455,TouchMaster 2,DS,Midway Games,Puzzle,N/A,0.30m,0.49m,N/A,0.10m,21st Oct 08
2862,SoulCalibur V,PS3,Namco Bandai,Fighting,N/A,0.35m,0.24m,0.07m,0.09m,31st Jan 12
2994,Test Drive 6,PS,Atari,Racing,N/A,0.40m,0.27m,N/A,0.05m,10th Nov 99
2160,Rock Band 2,Wii,MTV Games,Misc,9.0,0.93m,0.01m,N/A,0.08m,18th Dec 08
1137,Dragon Ball Z: The Legacy of Goku,GBA,Infogrames,Role-Playing,6.5,1.52m,0.12m,N/A,0.05m,14th May 02
600,The Legend of Zelda: A Link to the Past,GBA,Nintendo,Adventure,9.6,1.75m,0.52m,0.33m,0.10m,03rd Dec 02
3597,Mega Man Anniversary Collection,PS2,Capcom,Platform,N/A,0.29m,0.22m,N/A,0.08m,22nd Jun 04
863,Sim Theme Park,PC,Electronic Arts,Strategy,8.1,2.04m,0.04m,N/A,N/A,31st Oct 99
205,Professor Layton and the Curious Village,DS,Nintendo,Adventure,8.7,1.21m,2.44m,1.03m,0.51m,10th Feb 08
1439,Super Metroid,SNES,Nintendo,Adventure,8.0,0.57m,0.12m,0.71m,0.02m,18th Apr 94
1958,Legend of Mana,PS,Square,Role-Playing,7.8,0.18m,0.13m,0.73m,0.07m,07th Jun 00
645,Skylanders Giants,Wii,Activision,Misc,N/A,1.49m,0.86m,N/A,0.23m,21st Oct 12
2012,Dante's Inferno,PS3,Electronic Arts,Action,7.3,0.64m,0.28m,0.04m,0.12m,09th Feb 10
1663,WWE '13,X360,THQ,Misc,N/A,0.72m,0.44m,N/A,0.11m,30th Oct 12
29,Pokémon Black / White Version,DS,Nintendo,Role-Playing,8.6,5.51m,3.20m,5.66m,0.80m,06th Mar 11
2846,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,Sega,Racing,7.7,0.37m,0.32m,N/A,0.07m,23rd Feb 10
1171,SSX,PS2,EA Sports BIG,Sports,N/A,0.78m,0.61m,0.06m,0.20m,30th Oct 00
1793,SolarStriker,GB,Nintendo,Shooter,N/A,0.40m,0.39m,0.36m,0.04m,01st Jan 90
3289,SingStar R&B,PS2,Sony Computer Entertainment,Misc,N/A,N/A,0.05m,N/A,0.60m,26th Oct 07
893,Mortal Kombat vs DC Universe,PS3,Midway Games,Fighting,7.6,1.51m,0.29m,N/A,0.25m,16th Nov 08
2835,FIFA Soccer 12,Wii,EA Sports,Sports,N/A,0.15m,0.51m,N/A,0.10m,27th Sep 11
1035,Virtua Fighter 4,PS2,Sega,Fighting,9.3,0.78m,0.44m,0.56m,0.04m,17th Mar 02
598,Madden NFL 13,PS3,EA Sports,Sports,8.3,2.12m,0.24m,N/A,0.36m,28th Aug 12
1547,Super Street Fighter IV,PS3,Capcom,Fighting,9.3,0.68m,0.33m,0.18m,0.15m,27th Apr 10
2187,PES 2009: Pro Evolution Soccer,X360,Konami,Sports,N/A,0.13m,0.76m,0.03m,0.09m,11th Nov 08
3769,Need for Speed: Most Wanted,GC,Electronic Arts,Racing,8.3,0.43m,0.11m,N/A,0.02m,15th Nov 05
935,E.T.: The Extra Terrestrial,2600,Atari,Action,N/A,1.84m,0.11m,N/A,0.02m,01st Jan 82
62,Super Mario All-Stars,SNES,Nintendo,Platform,N/A,5.99m,2.15m,2.12m,0.29m,01st Aug 93
2514,Sleeping Dogs,X360,Square Enix,Action-Adventure,7.9,0.38m,0.40m,0.01m,0.08m,14th Aug 12
2427,Cars 2,Wii,Disney Interactive Studios,Racing,8.0,0.43m,0.38m,N/A,0.10m,21st Jun 11
2904,Tom Clancy's Rainbow Six: Vegas,PSP,Ubisoft,Shooter,5.8,0.42m,0.20m,N/A,0.13m,12th Jun 07
1460,Ridge Racer,PSP,Namco,Racing,8.8,0.36m,0.45m,0.32m,0.27m,22nd Mar 05
710,Theme Hospital,PC,Electronic Arts,Strategy,5.5,2.30m,0.10m,N/A,N/A,31st Mar 97
1173,Monster Hunter Double Cross,3DS,Capcom,Action,N/A,N/A,N/A,1.66m,N/A,18th Mar 17
1543,Tom Clancy's Rainbow Six: Vegas 2,PS3,Ubisoft,Shooter,8.2,0.66m,0.45m,0.04m,0.20m,19th Mar 08
1111,Ace Combat 5: The Unsung War,PS2,Namco,Simulation,N/A,0.88m,0.34m,0.32m,0.18m,25th Oct 04
3513,NBA 2K7,X360,2K Sports,Sports,8.4,0.55m,0.00m,N/A,0.05m,25th Sep 06
3110,Mortal Kombat: Shaolin Monks,PS2,Midway Games,Action,8.0,0.58m,0.02m,N/A,0.09m,16th Sep 05
1923,Jampack Winter '98,PS,Sony Computer Entertainment,Misc,N/A,0.63m,0.43m,N/A,0.07m,01st Oct 98
1181,Mario Party 6,GC,Nintendo,Misc,7.2,0.90m,0.11m,0.60m,0.05m,06th Dec 04
2440,Far Cry 4,X360,Ubisoft,Shooter,N/A,0.45m,0.37m,N/A,0.08m,18th Nov 14
2419,Mx vs. ATV Reflex,PS3,THQ,Racing,N/A,0.52m,0.26m,N/A,0.13m,01st Dec 09
504,Mike Tyson's Punch-Out!!,NES,Nintendo,Fighting,N/A,2.03m,0.47m,0.45m,0.07m,01st Oct 87
174,Assassin's Creed II,PS3,Ubisoft,Action,9.0,2.54m,1.95m,0.21m,0.86m,17th Nov 09
2273,Dark Cloud 2,PS2,Sony Computer Entertainment,Role-Playing,8.6,0.38m,0.25m,0.26m,0.07m,17th Feb 03
241,Dr. Mario,NES,Nintendo,Puzzle,N/A,2.62m,0.60m,1.52m,0.10m,01st Oct 90
835,NBA 2K12,PS3,2K Sports,Sports,9.0,1.62m,0.27m,0.05m,0.18m,04th Oct 11
2433,Destruction Derby,PS,Psygnosis,Racing,N/A,0.50m,0.34m,N/A,0.06m,01st Nov 95
2451,Madagascar,GBA,Activision,Platform,5.5,0.62m,0.24m,N/A,0.03m,23rd May 05
3766,LEGO Jurassic World,WiiU,Warner Bros. Interactive Entertainment,Action,N/A,0.28m,0.20m,0.03m,0.05m,12th Jun 15
3125,Dark Souls II: Scholar of the First Sin,PS4,Namco Bandai Games,Role-Playing,N/A,0.27m,0.23m,0.09m,0.10m,07th Apr 15
564,Finding Nemo,GBA,THQ,Platform,7.0,1.59m,1.05m,0.04m,0.14m,10th May 03
2781,LEGO Dimensions,PS3,Warner Bros. Interactive Entertainment,Action,N/A,0.26m,0.39m,N/A,0.13m,27th Sep 15
2831,Unlimited Saga,PS2,Square Enix,Role-Playing,4.9,0.10m,0.08m,0.56m,0.03m,17th Jun 03
1578,Titanfall 2,XOne,Electronic Arts,Shooter,N/A,0.87m,0.33m,N/A,0.12m,28th Oct 16
981,Madden NFL 09,PS3,EA Sports,Sports,8.6,1.56m,0.15m,0.00m,0.18m,12th Aug 08
3568,Transformers: War for Cybertron,X360,Activision,Action,7.3,0.39m,0.15m,N/A,0.05m,22nd Jun 10
2524,GRID,X360,Codemasters,Racing,8.7,0.33m,0.44m,0.01m,0.09m,03rd Jun 08
3185,Tom Clancy's EndWar,PS3,Ubisoft,Strategy,N/A,0.33m,0.22m,0.01m,0.11m,04th Nov 08
1873,EA Sports Active: More Workouts,Wii,EA Sports,Sports,7.9,0.78m,0.28m,N/A,0.10m,17th Nov 09
1427,Kinect Joy Ride,X360,Microsoft,Racing,5.6,0.92m,0.39m,0.00m,0.12m,04th Nov 10
2042,Pro Evolution Soccer 2008,X360,Konami,Sports,N/A,0.08m,0.90m,0.04m,0.05m,12th Mar 08
507,Disney Epic Mickey,Wii,Disney Interactive Studios,Platform,7.0,2.04m,0.63m,0.12m,0.23m,30th Nov 10
868,Mario Sports Mix,Wii,Nintendo,Sports,6.0,0.88m,0.45m,0.63m,0.12m,07th Feb 11
2910,Turok,X360,Touchstone,Shooter,6.6,0.46m,0.20m,0.01m,0.07m,05th Feb 08
2713,DiRT 2,X360,Codemasters,Racing,8.8,0.32m,0.39m,0.00m,0.09m,08th Sep 09
2737,Guitar Hero: Aerosmith,PS2,Activision,Misc,N/A,0.61m,0.00m,N/A,0.18m,29th Jun 08
1727,Driv3r,PS2,Atari,Racing,N/A,0.60m,0.47m,N/A,0.16m,21st Jun 04
665,Tom Clancy's The Division,XOne,Ubisoft,Misc,N/A,1.47m,0.80m,N/A,0.23m,08th Mar 16
486,Mass Effect 2,X360,Electronic Arts,Role-Playing,9.5,1.99m,0.81m,0.03m,0.27m,26th Jan 10
3259,Kung Fu Panda,PS2,Activision,Platform,N/A,0.24m,0.00m,N/A,0.41m,03rd Jun 08
1347,Mafia II,PS3,2K Games,Action,7.0,0.50m,0.70m,0.04m,0.25m,24th Aug 10
3360,Monster Hunter 2,PS2,Unknown,Role-Playing,N/A,N/A,N/A,0.63m,N/A,01st Jan 70
972,PaRappa The Rapper,PS,Sony Computer Entertainment,Misc,9.2,0.26m,0.16m,1.46m,0.03m,31st Oct 97
2594,Final Fantasy,NES,Nintendo,Role-Playing,8.5,0.32m,N/A,0.52m,N/A,12th Jul 90
533,Madden NFL 13,X360,EA Sports,Sports,8.0,2.53m,0.16m,N/A,0.24m,28th Aug 12
596,L.A. Noire,X360,Rockstar Games,Adventure,9.1,1.55m,0.92m,0.02m,0.24m,15th Nov 11
1918,PlayStation VR Worlds,PS4,Sony Computer Entertainment,Misc,N/A,0.27m,0.63m,0.07m,0.17m,13th Oct 16
3615,Game Party in Motion,X360,Warner Bros. Interactive,Misc,N/A,0.36m,0.17m,N/A,0.05m,18th Nov 10
1732,Spongebob Squarepants: Battle for Bikini Bottom,GBA,THQ,Platform,N/A,0.88m,0.33m,N/A,0.02m,31st Oct 03
1825,Tony Hawk's Pro Skater 2,GBA,Activision,Sports,8.9,0.85m,0.31m,N/A,0.02m,30th May 01
2069,Spider-Man 2,GBA,Activision,Platform,7.0,0.76m,0.28m,N/A,0.02m,29th Jun 04
3411,Red Steel 2,Wii,Ubisoft,Shooter,7.8,0.35m,0.21m,0.01m,0.06m,23rd Mar 10
3500,Monster Trucks,GBA,Majesco,Racing,N/A,0.43m,0.16m,N/A,0.01m,16th Nov 04
3661,Skate it,Wii,Electronic Arts,Sports,6.6,0.50m,0.03m,N/A,0.04m,19th Nov 08
335,Battlefield 4,PS4,Electronic Arts,Shooter,8.3,1.40m,1.74m,0.18m,0.59m,15th Nov 13
2108,Naruto: Clash of Ninja 2,GC,D3 Publisher,Fighting,7.4,0.44m,0.12m,0.45m,0.03m,26th Sep 06
2412,LEGO Pirates of the Caribbean: The Video Game,DS,Disney Interactive Studios,Action,6.8,0.34m,0.47m,N/A,0.10m,10th May 11
3113,The Sly Collection,PS3,Sony Computer Entertainment,Platform,8.7,0.52m,0.08m,0.01m,0.08m,09th Nov 10
719,Mario Party: Island Tour,3DS,Nintendo,Misc,N/A,0.66m,1.03m,0.56m,0.14m,22nd Nov 13
635,Streets of Rage,GEN,Sega,Action,N/A,1.86m,0.55m,0.11m,0.08m,31st Dec 90
2643,Style Savvy: Fashion Forward,3DS,Nintendo,Simulation,N/A,0.08m,0.66m,0.03m,0.05m,19th Aug 16
3302,Crash: Twinsanity,PS2,VU Games,Platform,N/A,0.32m,0.25m,N/A,0.08m,28th Sep 04
3415,The Urbz: Sims in the City,GBA,Electronic Arts,Simulation,N/A,0.37m,0.22m,N/A,0.03m,09th Nov 04
70,Halo: Reach,X360,Microsoft,Shooter,9.3,7.08m,2.01m,0.08m,0.80m,14th Sep 10
979,Monopoly,Wii,Electronic Arts,Misc,N/A,0.86m,0.83m,0.00m,0.20m,20th Oct 08
2250,Injustice: Gods Among Us Ultimate Edition,PS4,Warner Bros. Interactive Entertainment,Fighting,N/A,0.46m,0.35m,N/A,0.17m,15th Nov 13
1020,Hey You  Pikachu!,N64,Nintendo,Simulation,N/A,0.83m,0.06m,0.93m,0.00m,05th Nov 00
3253,Taiko no Tatsujin DS: Touch de Dokodon!,DS,Namco Bandai,Misc,N/A,N/A,N/A,0.66m,N/A,26th Jul 07
444,Max Payne,PS2,Rockstar Games,Shooter,8.1,1.99m,1.05m,0.05m,0.22m,06th Dec 01
3270,Yoshi Topsy-Turvy,GBA,Nintendo,Platform,N/A,0.25m,0.09m,0.30m,0.01m,13th Jun 05
286,Fable II,X360,Microsoft,Role-Playing,9.0,2.51m,1.24m,0.11m,0.41m,21st Oct 08
3739,Ms. Pac-Man Maze Madness,GBA,Destination Software  Inc,Puzzle,N/A,0.40m,0.15m,N/A,0.01m,03rd Nov 04
3188,Mass Effect,PC,Electronic Arts,Role-Playing,9.1,N/A,0.59m,N/A,0.07m,28th May 08
364,Pokémon Trading Card Game,GB,Nintendo,Strategy,8.3,1.49m,0.73m,1.38m,0.10m,10th Apr 00
3495,Naruto: Ultimate Ninja (US sales),PS2,Namco Bandai Games,Fighting,N/A,0.50m,0.02m,N/A,0.08m,17th Sep 08
2836,Cabela's Deer Hunt: 2004 Season,PS2,Activision,Sports,N/A,0.37m,0.29m,N/A,0.10m,27th Aug 03
983,Toy Story Mania!,Wii,Disney Interactive Studios,Misc,N/A,1.04m,0.66m,N/A,0.19m,15th Sep 09
1855,Sunset Overdrive,XOne,Microsoft,Action,8.0,0.64m,0.42m,0.00m,0.10m,28th Oct 14
487,Titanfall,XOne,Electronic Arts,Shooter,N/A,1.87m,0.91m,0.04m,0.28m,11th Mar 14
2795,NBA ShootOut 98,PS,Sony Computer Entertainment,Sports,N/A,0.43m,0.29m,N/A,0.05m,28th Feb 98
3605,Iron Man,Wii,Sega,Action,N/A,0.30m,0.22m,N/A,0.06m,02nd May 08
165,Minecraft,PS4,Sony Computer Entertainment America,Misc,N/A,1.73m,2.90m,0.28m,0.88m,07th Oct 14
872,The Legend of Zelda: The Wind Waker,WiiU,Nintendo,Action-Adventure,9.3,1.03m,0.72m,0.15m,0.17m,04th Oct 13
3061,Super Bomberman 3,SNES,Hudson Soft,Puzzle,N/A,N/A,N/A,0.70m,0.00m,01st Jan 95
1939,WWE 2K14,X360,2K Sports,Fighting,7.6,0.64m,0.38m,N/A,0.10m,29th Oct 13
2272,Medal of Honor: Underground,PS,Electronic Arts,Shooter,N/A,0.54m,0.37m,N/A,0.06m,23rd Oct 00
880,The Incredibles,GBA,THQ,Action,5.4,1.15m,0.77m,0.04m,0.10m,31st Oct 04
223,Super Smash Bros. for Wii U,WiiU,Nintendo,Fighting,9.2,2.68m,1.14m,0.85m,0.39m,21st Nov 14
2572,Castlevania III: Dracula's Curse,NES,Konami,Platform,N/A,0.40m,0.07m,0.37m,0.01m,01st Oct 90
3557,Jampack Fall 2001,PS,Sony Computer Entertainment,Misc,N/A,0.33m,0.22m,N/A,0.04m,12th Sep 01
3286,Dragon Quest Monsters Joker 3,3DS,Square Enix,Role-Playing,N/A,N/A,N/A,0.65m,N/A,24th Mar 16
440,James Bond 007: Nightfire,PS2,Electronic Arts,Shooter,N/A,1.45m,1.29m,0.12m,0.46m,18th Nov 02
2147,Dead Space 3,PS3,Electronic Arts,Shooter,N/A,0.45m,0.40m,N/A,0.17m,05th Feb 13
3104,FIFA 13,Wii,EA Sports,Sports,N/A,0.18m,0.46m,N/A,0.06m,25th Sep 12
947,NBA Street Vol. 2,PS2,EA Sports BIG,Sports,N/A,1.69m,0.20m,N/A,0.06m,28th Apr 03
929,Mario Party 10,WiiU,Nintendo,Misc,6.3,0.81m,0.73m,0.29m,0.14m,20th Mar 15
393,Battlefield 4,X360,Electronic Arts,Shooter,8.7,2.16m,1.05m,0.02m,0.32m,29th Oct 13
1661,Tony Hawk's Underground,XB,Activision,Sports,N/A,0.85m,0.37m,N/A,0.05m,28th Oct 03
463,Middle-Earth: Shadow of Mordor,PS4,Warner Bros. Interactive Entertainment,Misc,N/A,1.03m,1.60m,0.05m,0.51m,30th Sep 14
3314,James Bond 007: Everything or Nothing,XB,Electronic Arts,Shooter,N/A,0.43m,0.19m,N/A,0.02m,17th Feb 04
3171,Contra: Legacy of War,PS,Konami,Shooter,6.5,0.37m,0.25m,N/A,0.04m,30th Nov 96
1284,Guitar Hero 5,Wii,Activision,Misc,8.9,0.92m,0.48m,N/A,0.15m,01st Sep 09
2136,Bomberman,NES,Hudson Soft,Puzzle,N/A,0.18m,N/A,0.85m,N/A,01st Jan 89
759,Dead Island,PS3,Deep Silver,Action,6.7,1.08m,0.74m,0.15m,0.32m,06th Sep 11
195,Donkey Kong 64,N64,Nintendo,Platform,9.3,3.33m,0.79m,1.09m,0.06m,22nd Nov 99
849,Scooby-Doo! Night of 100 Frights,PS2,THQ,Platform,N/A,1.17m,0.72m,N/A,0.22m,20th May 02
3446,Batman: Return to Arkham,PS4,Warner Bros. Interactive Entertainment,Action,N/A,0.15m,0.37m,0.01m,0.09m,18th Oct 16
2539,Mario Party: Star Rush,3DS,Nintendo,Misc,N/A,0.24m,0.37m,0.20m,0.05m,04th Nov 16
506,WWE SmackDown! Shut Your Mouth,PS2,THQ,Sports,N/A,1.45m,1.13m,0.07m,0.38m,31st Oct 02
1504,Dead Rising 2,PS3,Capcom,Action,8.1,0.43m,0.57m,0.15m,0.22m,28th Sep 10
619,Hannah Montana,DS,Buena Vista,Action,6.5,1.59m,0.80m,N/A,0.26m,10th Oct 06
3068,F-14 Tomcat,GBA,Majesco,Action,6.9,0.50m,0.19m,N/A,0.01m,02nd Sep 01
1653,PlayerUnknown's Battlegrounds,XOne,Microsoft Game Studios,Shooter,N/A,0.80m,0.36m,N/A,0.12m,12th Dec 17
954,Alleyway,GB,Nintendo,Puzzle,N/A,0.96m,0.38m,0.55m,0.05m,01st Aug 89
1249,Dance Dance Revolution: Hottest Party 2,Wii,Konami,Simulation,N/A,0.94m,0.48m,0.01m,0.15m,12th Sep 08
416,Guitar Hero: On Tour,DS,Activision,Misc,7.1,2.10m,1.01m,0.01m,0.35m,22nd Jun 08
3662,My Secret World by Imagine,DS,Ubisoft,Misc,N/A,0.38m,0.19m,N/A,0.01m,16th Sep 08
233,Fallout 3,X360,Bethesda Softworks,Role-Playing,9.0,3.41m,0.99m,0.09m,0.46m,28th Oct 08
2098,MVP Baseball 2003,PS2,EA Sports,Sports,N/A,0.51m,0.40m,N/A,0.13m,10th Mar 03
1478,Toy Story 3: The Video Game,Wii,Disney Interactive Studios,Action,N/A,0.63m,0.62m,N/A,0.14m,15th Jun 10
2869,True Crime: New York City,PS2,Activision,Action,N/A,0.57m,0.02m,0.07m,0.09m,15th Nov 05
3007,James Cameron's Avatar: The Game,Wii,Ubisoft,Action,5.9,0.32m,0.32m,N/A,0.07m,01st Dec 09
2371,SnoCross Championship Racing,PS,Crave Entertainment,Racing,N/A,0.52m,0.35m,N/A,0.06m,22nd Aug 00
875,Dance Dance Revolution: Hottest Party,Wii,Konami,Simulation,N/A,1.35m,0.53m,N/A,0.19m,25th Sep 07
2730,Tales of Destiny 2,PS2,Namco,Role-Playing,N/A,N/A,N/A,0.80m,N/A,28th Nov 02
1004,Turok 2: Seeds of Evil,N64,Acclaim Entertainment,Shooter,9.0,1.37m,0.41m,0.04m,0.04m,21st Oct 98
3775,Fullmetal Alchemist and the Broken Angel,PS2,Square Enix,Role-Playing,N/A,0.15m,0.12m,0.26m,0.04m,18th Jan 05
922,Tennis,GB,Nintendo,Sports,N/A,0.75m,0.30m,0.90m,0.04m,01st Aug 89
1538,SaGa Frontier,PS,Sony Computer Entertainment,Role-Playing,8.0,0.15m,0.04m,1.07m,0.09m,31st Mar 98
3383,Transformers: Revenge of the Fallen,X360,Activision,Action,6.1,0.34m,0.23m,N/A,0.06m,23rd Jun 09
1264,Mario Party 7,GC,Nintendo,Misc,6.0,0.95m,0.11m,0.46m,0.04m,07th Nov 05
1672,Battle Arena Toshinden,PS,Sony Computer Entertainment,Fighting,N/A,0.39m,0.26m,0.53m,0.08m,09th Sep 95
2864,That's So Raven,GBA,Buena Vista,Adventure,N/A,0.54m,0.20m,N/A,0.01m,12th Oct 04
1426,Dead Space 2,PS3,Electronic Arts,Shooter,9.0,0.73m,0.49m,N/A,0.21m,25th Jan 11
2542,Wii Fit U,WiiU,Nintendo,Misc,7.2,0.35m,0.24m,0.21m,0.06m,10th Jan 14
2625,Metal Gear Solid V: The Phantom Pain,XOne,Konami Digital Entertainment,Misc,N/A,0.49m,0.25m,0.02m,0.07m,01st Sep 15
3337,Crash of the Titans,PSP,Sierra Entertainment,Action,6.3,0.25m,0.25m,N/A,0.15m,16th Oct 07
3444,NBA 2K9,PS3,2K Sports,Sports,8.3,0.56m,0.00m,0.00m,0.05m,07th Oct 08
3090,TimeSplitters 2,PS2,Eidos Interactive,Shooter,9.1,0.34m,0.27m,N/A,0.09m,09th Oct 02
1555,Command & Conquer: Red Alert 2,PC,Electronic Arts,Strategy,8.9,1.32m,0.02m,N/A,N/A,21st Oct 00
2158,Final Fantasy XII: The Zodiac Age,PS4,Square Enix,Role-Playing,N/A,0.36m,0.36m,0.16m,0.14m,11th Jul 17
2185,Dead or Alive 2,PS2,Tecmo,Fighting,N/A,0.30m,0.24m,0.38m,0.08m,30th Mar 00
2828,Maximo: Ghosts to Glory,PS2,Capcom,Platform,8.7,0.38m,0.29m,N/A,0.10m,11th Feb 02
3101,MotionSports,X360,Ubisoft,Sports,4.1,0.38m,0.25m,N/A,0.07m,04th Nov 10
1005,SingStar,PS2,Sony Computer Entertainment,Misc,8.0,N/A,1.37m,N/A,0.49m,21st May 04
3156,Fight Night 2004,XB,EA Sports,Fighting,N/A,0.51m,0.15m,N/A,0.02m,05th Apr 04
2174,NBA Jam Tournament Edition,SNES,Acclaim Entertainment,Sports,N/A,0.87m,0.12m,N/A,0.02m,23rd Feb 95
3665,Tenchu 2: Birth of the Stealth Assassins,PS,Activision,Action,8.5,0.32m,0.22m,N/A,0.04m,07th Aug 00
713,Batman: Arkham Origins,PS3,Warner Bros. Interactive Entertainment,Action-Adventure,N/A,1.08m,0.88m,0.04m,0.40m,25th Oct 13
703,Halo: Combat Evolved Anniversary,X360,Microsoft,Shooter,8.0,1.44m,0.71m,0.04m,0.22m,15th Nov 11
3205,WWE SmackDown vs. RAW 2007,PSP,THQ,Fighting,7.8,0.33m,0.20m,N/A,0.14m,06th Dec 06
1743,Street Fighter V,PS4,Capcom,Fighting,N/A,0.53m,0.39m,0.11m,0.19m,16th Feb 16
1797,Enter the Matrix,XB,Atari,Action,N/A,0.72m,0.43m,0.01m,0.04m,14th May 03
317,Carnival Games,Wii,Global Star,Misc,4.2,2.12m,1.47m,0.05m,0.42m,28th Aug 07
2005,Densha De Go!,PS,Taito,Simulation,N/A,N/A,N/A,1.02m,0.07m,18th Dec 97
1489,True Crime: Streets of LA,XB,Activision,Action,N/A,0.96m,0.37m,N/A,0.05m,03rd Nov 03
3717,Super Bomberman,SNES,Hudson Soft,Puzzle,N/A,N/A,N/A,0.57m,0.00m,01st Jan 93
132,Big Brain Academy,DS,Nintendo,Misc,7.7,1.66m,2.75m,1.60m,0.62m,05th Jun 06
906,Pokémon Mystery Dungeon: Blue Rescue Team,DS,Nintendo,Role-Playing,6.3,1.15m,0.05m,0.83m,N/A,18th Sep 06
183,Super Mario World: Super Mario Advance 2,GBA,Nintendo,Platform,9.4,3.21m,1.11m,0.95m,0.20m,09th Feb 02
3160,METRO 2033,PS4,Deep Silver,Shooter,N/A,0.22m,0.31m,0.05m,0.10m,26th Aug 14
2897,Style Savvy: Trendsetters,3DS,Nintendo,Simulation,N/A,0.16m,0.03m,0.54m,0.02m,22nd Oct 12
805,Donkey Kong Country,GBC,Nintendo,Platform,9.1,1.04m,0.72m,0.30m,0.13m,04th Nov 00
